file_path,Brain,Genotype,Type,Striatal.Subregion,Bif_ampl_local,Bif_ampl_remote,Branch_Order,Depth,Sum_EucDistance,Max_EucDistance,Fractal_Dim,Height,Length,N_bifs,N_branch,N_stems,N_tips,Partition_asymmetry,Sum_PathDistance,Max_PathDistance,Width,Terminal_degree,Bif_tilt_local,Bif_tilt_remote,Bif_torque_local,Bif_torque_remote,ABEL_All,BAPL_All,ABEL_Internal,BAPL_Internal,ABEL_Terminal,BAPL_Terminal,Balancing_Factor,Centripetal_Bias,Convexity
hTME15-1_Str_01_xyz-3476-6791-80,hTME15-1,WT,D2,CPr,90.7187,66.2256,7,75.24,65099.3,143.391,1.02989,178.238,2368.23,25,53,3,28,0.465576,87303.5,186.989,201.549,1.24098,99.5327,113.764,101.163,94.618,37.8267212,44.67886792,13.68735655,14.818,59.37972535,71.34035714,0.770720447,4.527580269,0.816666667
hTME15-1_Str_01_xyz-3911-7205-111,hTME15-1,WT,D1,CPr,45.6322,47.9017,3,55.01,14283.1,113.543,1.02825,133.155,878.652,7,17,3,10,0.47619,16734.6,135.876,149.358,1.13636,132.771,131.445,80.8198,67.3198,44.74587297,51.68058824,13.79799523,14.44,66.40938739,77.749,0.810768497,5.745394572,0.875
hTME15-1_Str_01_xyz-4179-6689-141,hTME15-1,WT,D1,CPr,70.6069,83.2137,5,120.23,23084.3,126.056,1.03652,167.129,1470.24,13,29,3,16,0.365385,32485.7,171.325,146.358,1.30343,117.071,110.088,108.071,117.911,43.23558361,50.69310345,20.23721754,22.17846154,61.92175605,73.86125,0.74255984,3.920085036,0.901234568
hTME15-1_Str_01_xyz-4244-6251-161,hTME15-1,WT,D2,CPr,77.3159,63.3979,2,54.59,32817.5,132.56,1.03327,135.61,1088.39,7,19,5,12,0.285714,40532.5,158.924,159.301,1.21722,117.838,124.34,111.213,102.572,49.11341837,57.27789474,33.44787521,37.62142857,58.25165188,68.74416667,0.777929845,4.710857634,0.892857143
hTME15-1_Str_01_xyz-4366-6907-153,hTME15-1,WT,D2,CPr,72.5492,58.9983,4,59.27,21268.8,117.107,1.03673,204.84,832.622,8,21,5,13,0.5,25631.5,149.308,56.8945,1.34184,114.637,124.358,80.0382,100.495,33.40143175,39.64285714,23.34779126,27.5375,39.58828744,47.09230769,0.739025977,3.85408656,0.844444444
hTME15-1_Str_01_xyz-5274-6880-175,hTME15-1,WT,D1,CPr,37.2744,75.5849,4,100.19,19420.6,92.8465,1.03249,132.631,1039.38,7,19,5,12,0.428571,24913.2,153.278,138.467,1.1399,147.879,114.223,72.5034,110.088,43.95642987,54.69947368,16.91323857,17.96428571,59.73162479,76.12833333,0.732751297,3.74166383,0.862244898
hTME15-1_Str_01_xyz-5456-7400-233,hTME15-1,WT,D2,CPr,87.3986,95.8224,4,84.35,31158,102.21,1.06409,146.768,1505.28,17,37,3,20,0.423529,46903.7,158.005,128.418,1.49141,107.949,105.272,71.4846,83.1332,30.92961591,40.67783784,19.60575648,22.62529412,40.55489643,56.0225,0.573075066,2.07111245,0.888429752
hTME15-1_Str_01_xyz-5809-3778-166,hTME15-1,WT,D2,CPr,73.2756,57.073,3,129.91,43392.7,130.262,1.06501,205.89,1532.49,10,25,5,15,0.5,54594.5,191.322,64.9696,1.40097,118.898,135.448,107.418,97.9309,46.461739,61.2948,37.51142048,42.06,52.42861801,74.118,0.710247382,3.382568275,0.934256055
hTME15-1_Str_01_xyz-6005-8438-148,hTME15-1,WT,D1,CPr,96.2587,88.7878,4,114.3,46751.9,119.314,1.03094,166.819,1529.21,13,29,3,16,0.394872,62875.2,146.153,163.769,1.1732,108.056,112.543,80.1849,80.4161,44.50429825,52.7262069,12.84764635,13.79461538,70.22532792,84.358125,0.696168087,3.187652898,0.845679012
hTME15-1_Str_01_xyz-6181-4981-163,hTME15-1,WT,D1,CPr,73.7662,64.3871,4,98.55,62858.6,136.511,1.05021,197.179,2412.09,16,40,8,24,0.25,80207.4,179.395,123.554,1.33297,114.045,124.751,94.5739,103.881,47.70684922,60.298,23.2790087,26.069375,63.99207623,83.11708333,0.709160573,3.366778513,0.792899408
hTME15-1_Str_01_xyz-6404-2581-156,hTME15-1,WT,D1,CPr,77.8967,57.5785,5,54.58,39757.4,126.575,1.05278,202.31,1645.78,13,29,3,16,0.384615,51446.5,158.728,147.46,1.21572,110.049,133.569,90.9184,91.2404,45.23453268,56.74689655,12.25172485,13.46846154,72.03306404,91.910625,0.753617443,4.140233881,0.87345679
hTME15-1_Str_01_xyz-6901-7949-172,hTME15-1,WT,D1,CPr,74.0923,69.8202,6,108.18,105228,144.897,1.04236,228.091,3309.4,23,52,6,29,0.460757,129418,176.277,165.511,1.14993,114.297,122.16,65.2159,75.7812,52.7683509,63.63788462,12.00030082,12.5326087,85.101632,104.1696552,0.759414778,4.26467357,0.890738814
hTME15-1_Str_01_xyz-6969-5468-112,hTME15-1,WT,D1,CPr,49.1947,72.8832,3,135.46,56073.1,140.45,1.03539,196.06,2377.48,16,40,8,24,0.354167,72234.9,186.684,146.44,1.16428,125.609,125.785,109.531,105.079,49.15862385,59.43225,16.00280229,17.23875,71.26250489,87.56125,0.739821588,3.868771818,0.914201183
hTME15-1_Str_01_xyz-7524-5515-142,hTME15-1,WT,D1,CPr,62.4202,101.163,6,48.78,20443.8,95.4317,1.05981,135.771,1074.63,10,23,3,13,0.404762,33593.4,203.053,95.4391,1.42857,127.233,100.076,91.8899,113.359,34.58018817,46.71782609,18.44540169,22.834,46.99156239,65.09,0.606438558,2.299232066,0.906666667
hTME15-1_Str_01_xyz-7957-6427-384,hTME15-1,WT,D1,CPr,89.7577,66.7869,5,111.21,64863.8,134.489,1.0329,223.44,2150.86,18,40,4,22,0.490741,81020.1,170.449,151.361,1.29085,98.8523,125.901,88.0657,92.119,45.30541949,53.76575,18.54913353,20.29,67.19692619,81.155,0.761807773,4.318006755,0.800347222
hTME15-1_Str_01_xyz-7989-7907-295,hTME15-1,WT,D1,CPr,77.8661,76.8013,7,159.38,44649.1,172.757,1.0497,251.12,1743.95,14,32,4,18,0.690476,60374.5,210.231,149.709,1.31094,114.188,119.106,103.093,82.7979,44.71025943,54.4928125,13.68565847,16.00071429,68.84050463,84.43111111,0.749208485,4.049868166,0.725
hTME15-1_Str_01_xyz-9030-5144-210,hTME15-1,WT,D1,CPr,64.4853,77.4201,5,70.15,32565.4,111.367,1.04825,165.02,1578.21,14,32,4,18,0.581633,41958.6,147.304,150.68,1.20597,115.639,113.546,84.7364,91.2043,39.06543943,49.3140625,15.75279913,16.47142857,57.197493,74.85833333,0.709290856,3.368664443,0.875
hTME15-1_Str_01_xyz-9312-7899-286,hTME15-1,WT,D1,CPr,90.6699,66.7611,4,106.02,46114.9,116.499,1.05344,179.42,2007.19,12,32,8,20,0.5,57319.5,141.601,149.252,1.13945,104.853,123.895,87.2333,80.2903,50.19774335,62.72,14.32540343,15.3625,71.7211473,91.1345,0.752235945,4.111534131,0.890495868
hTME15-1_Str_02_xyz-10192-7237-253,hTME15-1,WT,D2,CPr,57.1403,63.8604,4,98.13,42495.7,125.724,1.03508,197.421,2032.73,18,40,4,22,0.353704,53980.3,147.01,122.176,1.33333,127.289,124.755,88.0595,88.0785,42.10893955,50.81325,19.36236122,21.36833333,60.71977637,74.90454545,0.745506366,3.976672576,0.802083333
hTME15-1_Str_02_xyz-10312-11462-222,hTME15-1,WT,D2,CPr,69.1804,105.396,2,45.9,8508.24,87.9888,1.0314,135.67,629.055,5,13,3,8,0.4,10594.6,113.146,107.26,1.14973,126.415,106.848,119.404,119.998,40.83285744,48.38384615,11.39708987,11.866,59.23021218,71.2075,0.737321946,3.822965848,0.88
hTME15-1_Str_02_xyz-10352-8494-269,hTME15-1,WT,D1,CPr,91.8476,74.6343,3,138.76,40553.8,108.911,1.03971,157.616,1784.77,12,31,7,19,0.305556,51905.4,138.88,147.556,1.20346,96.663,123.758,96.0354,101.37,45.72135926,57.5683871,19.18025664,21.4375,62.48416091,80.38789474,0.729467029,3.685122601,0.857142857
hTME15-1_Str_02_xyz-10535-8817-344,hTME15-1,WT,D2,CPr,69.7246,76.5869,6,92.8,40110.8,105.008,1.03212,159.32,1984.86,22,48,4,26,0.443182,51416.6,136.689,123.79,1.32315,125.578,118.628,78.6702,82.7452,34.45666415,41.345625,13.84837687,15.06136364,51.89444569,63.58615385,0.72862148,3.670811315,0.905612245
hTME15-1_Str_02_xyz-10627-10402-152,hTME15-1,WT,D1,CPr,60.2753,72.283,3,63.05,20455.5,103.413,1.038,138.38,1184.88,10,24,4,14,0.4,26034.5,126.624,114.93,1.13869,122.107,115.89,94.7241,112.354,41.41410602,49.36458333,13.3060807,13.911,61.49126696,74.68857143,0.808089106,5.64611407,0.9140625
hTME15-1_Str_02_xyz-10695-8026-356,hTME15-1,WT,D1,CPr,76.3896,68.1572,5,69.93,20594.2,123.58,1.06355,128.775,1157.31,13,33,7,20,0.495726,27104.2,152.189,157.535,1.56341,108.382,122.659,75.6341,86.9387,27.90945483,35.06484848,16.27552308,19.24692308,35.47151046,45.3465,0.707420365,3.34176579,0.832644628
hTME15-1_Str_02_xyz-10825-8039-303,hTME15-1,WT,D2,CPr,75.627,68.5652,4,35.32,38750,159.072,1.04027,214.04,1341.26,9,22,4,13,0.277778,49383,219.436,141.5,1.28932,119.585,118.047,70.7018,84.9446,48.93994442,60.96136364,26.93134848,29.34555556,64.17666469,82.84923077,0.727307875,3.64877306,0.871111111
hTME15-1_Str_02_xyz-10932-9636-276,hTME15-1,WT,D2,CPr,80.6607,84.0822,4,87.47,37110,113.681,1.03008,186.54,1559.81,12,29,5,17,0.305556,48582.6,161.573,129.641,1.3483,118.739,112.776,88.6856,93.2044,45.39907105,53.78206897,24.00388254,26.47416667,60.50155705,73.05823529,0.672417611,2.900452582,0.930747922
hTME15-1_Str_02_xyz-2621-5459-167,hTME15-1,WT,D1,CPr,70.2058,55.0207,8,81.96,63580.7,138.939,1.03,211.401,2089.45,19,42,4,23,0.557895,79000.6,194.719,166.59,1.36393,113.144,120.978,109.36,111.198,43.91260739,49.74357143,17.63436878,19.18210526,65.62071754,74.99,0.793412642,5.152962636,0.8416
hTME15-1_Str_02_xyz-2776-9570-73,hTME15-1,WT,D1,CPi,60.6182,54.2939,6,128.78,108957,139.373,1.03647,204.149,3826.43,36,79,7,43,0.516005,133858,178.996,161.657,1.32264,122.554,131.689,79.7134,89.5792,41.3106628,48.43075949,18.17569464,20.03305556,60.67947335,72.2055814,0.785747402,4.925184532,0.819259259
hTME15-1_Str_02_xyz-2794-11158-63,hTME15-1,WT,D2,CPi,77.0339,64.3299,5,112.96,68997,126.641,1.03811,205.77,2725.26,31,66,4,35,0.334793,91486.5,198.532,120.821,1.48217,111.939,127.341,88.1347,97.4416,33.67697732,41.28681818,17.19716611,19.57774194,48.27338154,60.51485714,0.763054348,4.346264577,0.837107378
hTME15-1_Str_02_xyz-3529-9824-72,hTME15-1,WT,D2,CPi,77.5884,59.8743,5,86.72,78054.5,121.386,1.03332,184.31,2931.13,28,62,6,34,0.460714,98603.5,144.424,133.35,1.23242,114.644,127.034,76.3804,68.8723,39.40169581,47.27096774,12.56096977,13.355,61.50582314,75.20176471,0.755778146,4.185845534,0.882716049
hTME15-1_Str_02_xyz-3877-8560-277,hTME15-1,WT,D1,CPr,65.1456,90.0411,3,121.74,45977.7,115.617,1.04245,181.25,1925.74,12,31,7,19,0.416667,58994.9,157.342,130.989,1.13208,117.064,102.941,87.2322,102.648,47.77628342,62.11548387,15.05856673,15.96166667,68.44010449,91.26526316,0.666118438,2.831793018,0.925170068
hTME15-1_Str_02_xyz-4034-10145-241,hTME15-1,WT,D2,CPr,57.3194,71.5305,5,129.44,46890.4,130.917,1.05497,208.251,1789.94,12,27,3,15,0.511905,60645.3,176.153,153.385,1.22123,124.491,119.554,79.5785,73.9309,51.51173278,66.28888889,16.95430271,19.305,79.15767684,103.876,0.741379365,3.897815681,0.871972318
hTME15-1_Str_02_xyz-4465-9469-307,hTME15-1,WT,D1,CPr,51.5183,45.8935,4,84.06,23324,117.003,1.02676,184.381,1601.24,12,31,7,19,0.388889,26784.1,138.048,164.101,1.18388,138.088,136.721,81.3353,106.426,45.02616606,51.64741935,15.34918461,16.06083333,63.76952277,74.12315789,0.831616001,6.639549555,0.786848073
hTME15-1_Str_02_xyz-4574-3573-225,hTME15-1,WT,D2,CPr,81.0571,62.0542,5,94.54,112850,162.358,1.0356,240.671,3457.48,34,72,4,38,0.443137,141194,181.266,152.419,1.29512,109.365,130.183,89.4612,89.9516,40.56522195,48.01569444,14.88910934,15.88411765,63.53858586,76.765,0.756568065,4.202745301,0.838125
hTME15-1_Str_02_xyz-4615-7148-126,hTME15-1,WT,D2,CPr,76.1134,68.7672,9,109.43,94359.6,122.722,1.03027,178.5,3349.61,42,88,4,46,0.325815,123260,182.111,152.808,1.41301,118.507,124.471,84.7748,83.4664,32.43260365,38.05886364,16.3476526,17.62095238,47.1188633,56.71956522,0.714024597,3.438479308,0.666666667
hTME15-1_Str_02_xyz-4665-10966-59,hTME15-1,WT,D2,CPi,61.0612,62.27,7,113.67,46848.9,124.429,1.03455,159.093,2165.67,27,58,4,31,0.304689,60232.1,157.044,137.77,1.38246,118.426,128.33,103.454,105.592,31.77551032,37.33362069,13.50909898,14.66555556,47.68496537,57.07677419,0.730640568,3.705150419,0.719008264
hTME15-1_Str_02_xyz-4720-11716-130,hTME15-1,WT,D1,CPr,57.7858,60.7075,4,145.47,97206.5,139.691,1.03848,205.161,3607.42,27,61,7,34,0.333333,120025,204.621,183.472,1.28145,130.062,133.477,81.8049,95.3049,50.17068837,59.13295082,20.38285603,24.05814815,73.82573171,86.98647059,0.803112404,5.469691607,0.807098765
hTME15-1_Str_02_xyz-4782-10057-167,hTME15-1,WT,D2,CPr,78.4887,65.2778,4,113.91,81992.2,124.256,1.03264,170.27,2734.1,27,60,6,33,0.25679,99164.8,143.243,162.08,1.39441,113.583,125.628,74.1816,78.6027,38.6882833,45.5635,19.60164994,21.55074074,54.30461969,65.21030303,0.76516387,4.394845052,0.819591837
hTME15-1_Str_02_xyz-4855-9725-288,hTME15-1,WT,D2,CPr,67.7573,67.2502,5,133.27,48554,121.6,1.02226,185.266,1859.81,18,40,4,22,0.25,59233.1,160.247,150.107,1.26826,123.787,127.581,103.917,101.039,40.96639967,46.491,18.24219081,19.24666667,59.55893419,68.78181818,0.773511919,4.597003995,0.859375
hTME15-1_Str_02_xyz-4896-2025-217,hTME15-1,WT,D1,CPr,66.3523,44.089,3,80.87,42635.8,171.111,1.04073,267.96,1461.16,7,17,3,10,0.190476,48823,201.145,165.39,1.06742,130.387,144.554,92.8558,88.9599,72.11596002,85.94588235,12.50010182,12.89714286,113.8470608,137.08,0.852385588,7.815252563,0.902777778
hTME15-1_Str_02_xyz-4904-3715-59,hTME15-1,WT,D2,CPi,70.104,73.362,4,108.99,67350.8,148.937,1.04728,204.784,2477.16,18,44,8,26,0.237037,86456.5,193.532,179.195,1.23705,118.006,117.346,84.3026,70.3446,45.37040663,56.29431818,20.3712803,24.56722222,62.67749408,78.25923077,0.751737369,4.10126368,0.792091837
hTME15-1_Str_02_xyz-5071-2296-231,hTME15-1,WT,D1,CPr,73.849,57.1503,3,69.53,64006.2,139.507,1.05442,222.97,1874.68,13,31,5,18,0.410256,76774.4,176.911,141.679,1.24421,114.333,125.308,105.415,95.4035,46.84954274,60.4683871,20.37746006,21.39846154,65.96826911,88.68555556,0.797206746,5.272830485,0.895
hTME15-1_Str_02_xyz-5417-11152-305,hTME15-1,WT,D2,CPr,78.0057,66.6329,5,102,86080.9,138.252,1.02397,180.903,2834.8,29,62,4,33,0.313793,107674,153.939,173.037,1.27741,118.634,127.408,107.965,110.223,40.25251087,45.71741935,14.71131367,15.40137931,62.69780537,72.35878788,0.776260872,4.667258136,0.841632653
hTME15-1_Str_02_xyz-5426-4961-327,hTME15-1,WT,D1,CPr,56.3209,62.7502,7,130.43,101253,145.788,1.03002,213.829,3417.34,29,66,8,37,0.472623,128684,191.844,162.45,1.37976,123.31,124.68,87.802,90.5981,43.82882231,51.77272727,23.49701109,26.74896552,59.76456624,71.38594595,0.759858907,4.274482627,0.831032216
hTME15-1_Str_02_xyz-5948-11585-277,hTME15-1,WT,D1,CPr,83.1801,88.6566,5,71.39,50639,104.003,1.04062,129.025,2094.45,23,51,5,28,0.475362,76237.8,156.743,102.745,1.49476,109.701,103.243,90.3133,89.0183,31.76717485,41.06294118,17.74560805,20.14869565,43.28489044,58.2425,0.587764861,2.166679594,0.838888889
hTME15-1_Str_02_xyz-5958-2889-92,hTME15-1,WT,D2,CPi,78.9351,83.6082,6,132.47,63490.8,162.409,1.04324,241.331,2258.72,16,36,4,20,0.460552,84358.2,199.951,149.579,1.18894,109.098,112.89,83.8169,84.0022,50.21235164,62.73777778,12.48669991,13.498125,80.39287301,102.1295,0.695436031,3.178061541,0.865702479
hTME15-1_Str_02_xyz-6154-3628-249,hTME15-1,WT,D1,CPr,76.3755,76.7963,5,100.8,44993.9,136.548,1.07528,211.82,1742.07,11,26,4,15,0.590909,58742.7,201.091,135.659,1.10321,111.201,110.451,88.6215,85.6767,47.49638491,66.99884615,10.74511184,11.35181818,74.44731849,107.8066667,0.690076839,3.109366114,0.899653979
hTME15-1_Str_02_xyz-6212-3303-124,hTME15-1,WT,D1,CPr,80.5848,70.9819,4,141.65,77527.2,127.684,1.03913,183.168,2810.97,20,48,8,28,0.313333,103857,163.998,167.961,1.18489,111.309,120.875,92.5518,72.91,46.6933037,58.55645833,18.13116818,20.0865,67.09482906,86.035,0.715104538,3.454766568,0.883333333
hTME15-1_Str_02_xyz-6281-9798-280,hTME15-1,WT,D2,CPr,80.1015,69.7233,5,85.21,89071.7,133.486,1.0312,205.26,3065.64,33,70,4,37,0.392123,110395,158.921,154.469,1.38606,114.423,125.205,89.5788,82.9969,37.96975205,43.78942857,17.84354932,19.09636364,55.92014909,65.81297297,0.761530697,4.311770537,0.811965812
hTME15-1_Str_02_xyz-6755-5667-204,hTME15-1,WT,D1,CPr,55.4889,76.9503,3,147.46,79061,139.334,1.05829,201.35,3002.58,17,42,8,25,0.392157,101587,187.54,157.628,1.13908,129.714,123.591,83.9634,94.7626,55.15224765,71.485,16.91120686,18.71235294,81.15615538,107.3704,0.70832415,3.35471507,0.780521262
hTME15-1_Str_02_xyz-7241-3681-356,hTME15-1,WT,D2,CPr,73.2765,67.4103,6,133.74,48666.5,189.791,1.02624,237.58,1457.12,12,27,3,15,0.716667,58174.5,213.718,140.739,1.31944,111.291,128.687,90.4015,84.7236,48.25803427,53.96222222,20.04116486,21.21833333,70.83152979,80.15733333,0.830060188,6.564329652,0.861591696
hTME15-1_Str_02_xyz-7328-2714-159,hTME15-1,WT,D1,CPr,61.0223,62.6396,4,174.42,84195.6,145.493,1.04271,239.56,3446.15,24,57,9,33,0.255556,108342,186.466,153.84,1.30041,124.31,120.216,83.7429,89.6362,50.67381373,60.45385965,27.57943694,32.36416667,67.46972411,80.88272727,0.765233074,4.396455229,0.817959184
hTME15-1_Str_02_xyz-7437-8954-155,hTME15-1,WT,D2,CPr,72.7248,70.1936,6,124.27,67020.5,121.213,1.03319,163.41,3032.05,33,71,5,38,0.364117,92662.4,170.187,165.422,1.47289,114.298,118.273,97.2975,100.275,35.82804707,42.69915493,17.32184255,19.35454545,51.89922469,62.97210526,0.708376751,3.355471462,0.758125
hTME15-1_Str_02_xyz-7650-3647-386,hTME15-1,WT,D2,CPr,86.9917,80.7572,5,122.01,56743.9,128.469,1.03125,174.46,1936.66,18,39,3,21,0.522222,76292.1,193.1,119.617,1.23744,110.633,111.432,75.5912,77.9257,41.89629694,49.65282051,16.49610704,17.465,63.66788828,77.24238095,0.62602487,2.453666237,0.869565217
hTME15-1_Str_02_xyz-7753-7998-189,hTME15-1,WT,D2,CPr,69.2991,65.566,6,78.91,43594.8,123.591,1.04345,115.029,1666.16,16,34,2,18,0.601042,56855.9,147.527,162.72,1.19711,116.061,117.831,92.0219,98.2397,39.26505978,49,10.53730556,11.608125,64.80084131,82.23722222,0.729194474,3.680498655,0.8425
hTME15-1_Str_02_xyz-7977-9012-270,hTME15-1,WT,D2,CPr,71.6638,69.0671,6,119.24,51986.4,146.4,1.03504,199.74,2373.82,20,45,5,25,0.483333,68522.5,181.437,182.451,1.36287,119.263,120.613,93.8952,86.3049,42.83213849,52.74644444,18.91268333,20.9165,61.96770261,78.2104,0.728980564,3.676876864,0.90260631
hTME15-1_Str_02_xyz-8621-5442-110,hTME15-1,WT,D2,CPi,92.229,79.7504,5,103.15,37413.6,123.913,1.03161,105.945,1607.38,18,39,3,21,0.304762,50588.9,149.814,139.28,1.2907,107.471,115.865,96.3742,104.255,34.0268195,41.21,13.87809371,15.425,51.29715589,63.31142857,0.696329849,3.18977918,0.843100189
hTME15-1_Str_02_xyz-8795-9012-198,hTME15-1,WT,D1,CPr,80.525,88.0164,5,101.31,34123.3,167.009,1.05221,164.388,1516.15,11,26,4,15,0.727273,48436.4,228.312,180.59,1.25045,115.288,105.581,108.302,101.513,43.9496362,58.30769231,16.11428931,17.30636364,64.36222393,88.37533333,0.701152,3.254332153,0.743944637
hTME15-1_Str_02_xyz-9176-10393-206,hTME15-1,WT,D2,CPr,70.6001,87.0106,5,111.89,71938.2,130.034,1.03387,176.909,2661.66,29,62,4,33,0.297865,96688.2,156.142,177.82,1.34518,126.711,115.38,88.9416,77.8109,35.60744218,42.92483871,22.51950775,24.8637931,47.10896031,58.79666667,0.675179811,2.931483527,0.718367347
hTME15-1_Str_02_xyz-9385-4908-144,hTME15-1,WT,D1,CPr,74.7868,60.2178,4,128.88,77761.5,158.618,1.03412,213.84,2657.66,15,40,10,25,0.266667,94422.3,212.47,150.71,1.23091,114.54,125.064,80.7242,79.3836,54.30711267,66.4365,30.77659606,34.73733333,68.42542263,85.456,0.771498229,4.546733877,0.834019204
hTME15-1_Str_02_xyz-9386-7209-204,hTME15-1,WT,D2,CPr,74.3928,68.8366,7,111.73,59481.6,131.469,1.0344,140.314,2485.28,24,53,5,29,0.472222,78395.8,161.957,136.055,1.2277,119.956,120.756,86.994,95.8405,39.47351189,46.88660377,12.32563859,13.22458333,61.94071739,74.74482759,0.735457598,3.78942663,0.891779396
hTME15-1_Str_02_xyz-9584-5663-153,hTME15-1,WT,D2,CPr,69.3831,71.9854,5,111.15,42799.5,161.193,1.04001,222.441,2273.82,20,44,4,24,0.425595,57083.9,268.439,125.021,1.3439,118.686,120.289,88.6515,85.8273,40.8202554,51.67318182,19.67597914,21.462,58.44048562,76.84916667,0.711491555,3.400805904,0.763313609
hTME15-1_Str_02_xyz-9839-8602-322,hTME15-1,WT,D2,CPr,69.7208,76.1327,4,100.73,36461.3,118.582,1.03742,156.03,1971.2,17,40,6,23,0.431373,47790,135.185,114.279,1.21574,112.347,117.455,97.0738,94.9329,40.02226707,49.27475,16.1810696,17.8,57.64402173,72.53869565,0.763475632,4.355889335,0.888
hTME15-1_Str_02_xyz-9858-5276-367,hTME15-1,WT,D1,CPr,87.9214,88.1253,3,72.8,31328.6,116.109,1.04247,161.21,1404.1,8,21,5,13,0.375,44064,171.865,104.61,1.09414,118.034,98.409,71.5058,62.1466,49.90943283,66.85714286,17.00838013,18.42875,70.15623448,96.65923077,0.654891185,2.716216059,0.902222222
hTME15-1_Str_02_xyz-9957-10291-219,hTME15-1,WT,D2,CPr,64.1876,64.9159,6,34.76,44800.8,137.02,1.0333,209.86,1541.59,14,32,4,18,0.566327,55654.5,163.598,136.709,1.34559,124.292,123.593,103.722,94.1256,40.43624272,48.1696875,18.22978984,20.66214286,57.70792829,69.56444444,0.777655968,4.703652971,0.84
hTME15-1_Str_03_xyz-10094-8391-366,hTME15-1,WT,D1,CPi,52.6786,61.782,5,126.11,91007,146.536,1.03009,220.709,3030.79,31,67,5,36,0.267169,111573,178.69,197.078,1.40639,133.337,127.261,78.619,76.9055,39.33736402,45.23044776,21.28943275,23.3216129,54.87863817,64.09638889,0.775432154,4.645877135,0.779778393
hTME15-1_Str_03_xyz-10831-1943-356,hTME15-1,WT,D2,CPi,86.5103,60.161,4,147.52,113820,141.166,1.03037,209.668,3893.37,34,77,9,43,0.320028,141907,182.81,172.521,1.375,104.929,127.437,87.9529,98.3357,43.11670935,50.5587013,25.15934684,27.54323529,57.31555412,68.75697674,0.76091368,4.297940929,0.805432099
hTME15-1_Str_03_xyz-10902-5070-279,hTME15-1,WT,D2,CPi,67.9778,69.5644,4,102.54,60745.8,108.933,1.042,157.545,2537.45,25,55,5,30,0.272381,77489.6,139.811,132.497,1.26452,120.103,124.161,86.7448,84.8011,38.32161408,46.13018182,14.20114933,15.2916,58.42200138,71.829,0.752267584,4.112187426,0.859375
hTME15-1_Str_03_xyz-10916-3731-303,hTME15-1,WT,D2,CPi,57.6603,66.8606,4,68.75,31397.6,111.328,1.0305,174.79,2482.56,26,59,7,33,0.375641,39088.1,134.423,139.211,1.33333,129.356,120.78,83.3342,86.4747,35.89143316,42.07186441,16.52939705,17.37230769,51.1463707,61.53212121,0.753843099,4.144955769,0.878367347
hTME15-1_Str_03_xyz-11004-7201-375,hTME15-1,WT,D1,CPi,43.1603,64.4329,5,119.66,54992.4,131.377,1.03262,143.07,2416.48,23,51,5,28,0.398551,69691.5,157.178,159.203,1.26809,138.006,127.584,91.9424,99.7196,40.35125517,47.37705882,14.36894307,15.18826087,61.69386868,73.81785714,0.747561873,4.017018009,0.901111111
hTME15-1_Str_03_xyz-11095-3131-269,hTME15-1,WT,D1,CPi,95.7572,92.0089,6,59.71,66742.9,133.355,1.05534,219.78,2386.54,13,34,8,21,0.525641,91300.1,166.59,131.081,1.14716,98.1228,102.826,94.2782,90.7356,54.65928472,70.18764706,10.26264612,11.37923077,82.14291814,106.5928571,0.743354414,3.935202619,0.918714556
hTME15-1_Str_03_xyz-11849-5361-379,hTME15-1,WT,D2,CPi,77.4649,69.3893,5,95.43,67687.2,123.171,1.02913,188.75,2386.21,25,54,4,29,0.32,83518.7,160.799,140.353,1.24479,113.86,124.192,85.3413,84.2571,37.76041891,44.18407407,13.62413506,14.5924,58.56756015,69.69413793,0.751785712,4.102257516,0.869927159
hTME15-1_Str_03_xyz-1854-10534-165,hTME15-1,WT,D2,CPi,78.0028,80.6527,5,88.45,34247.2,123.772,1.04104,152.17,1592.1,15,35,5,20,0.577778,46584.1,161.068,118.181,1.25688,114.307,113.714,106.139,110.473,36.97581137,45.484,13.03646441,13.98066667,54.9303216,69.1115,0.678029631,2.964112772,0.882231405
hTME15-1_Str_03_xyz-1912-9723-153,hTME15-1,WT,D2,CPi,73.6212,82.784,5,93.37,47246.2,113.48,1.03694,178.57,2031.27,17,40,6,23,0.343137,62754.8,152.58,150.229,1.20848,117.247,108.255,82.6406,94.9714,41.81977288,50.77675,16.86719241,18.29588235,60.26298453,74.78434783,0.709202887,3.367390824,0.7808
hTME15-1_Str_03_xyz-2028-6098-295,hTME15-1,WT,D2,CPi,84.9394,62.6334,3,65.03,25209.3,130.241,1.03062,231.329,933.952,8,18,2,10,0.3125,29449,155.361,124.57,1.22506,105.669,128.058,104.461,70.1535,44.80311646,51.88055556,20.28463582,21.08375,64.41790097,76.518,0.7998204,5.358356948,0.902777778
hTME15-1_Str_03_xyz-2111-3431-282,hTME15-1,WT,D1,CPi,72.2586,74.347,4,40.79,25802.2,143.164,1.03256,192.55,1049.31,10,22,2,12,0.483333,36771.7,167.077,127.14,1.33175,118.869,113.495,108.977,100.816,39.15148036,47.69136364,18.68483268,20.889,56.20702009,70.02666667,0.705398839,3.313119438,0.892857143
