file_path,Brain,Genotype,Type,Striatal.Subregion,Bif_ampl_local,Bif_ampl_remote,Branch_Order,Depth,Sum_EucDistance,Max_EucDistance,Fractal_Dim,Height,Length,N_bifs,N_branch,N_stems,N_tips,Partition_asymmetry,Sum_PathDistance,Max_PathDistance,Width,Terminal_degree,Bif_tilt_local,Bif_tilt_remote,Bif_torque_local,Bif_torque_remote,ABEL_All,BAPL_All,ABEL_Internal,BAPL_Internal,ABEL_Terminal,BAPL_Terminal,Balancing_Factor,Centripetal_Bias,Convexity
hTME15-2_Str_04_xyz-2346-9788-333,hTME15-2,Q140,D1,CPi,79.76,62.5324,4,73.13,36349.9,126.376,1.03081,213.389,1303.82,12,28,4,16,0.541667,42682.2,158.011,97.7415,1.24272,110.987,120.171,90.4852,86.568,41.52037768,46.56035714,16.12968309,17.4575,60.56339863,68.3875,0.83809289,6.970105186,0.848765432
hTME15-2_Str_04_xyz-2383-6193-236,hTME15-2,Q140,D1,CPi,74.3116,70.0284,5,35.54,25018.7,133.121,1.03532,211.25,1224.27,14,32,4,18,0.42381,32511.5,178.651,106.06,1.52097,106.989,118.531,97.2373,81.7831,32.30092418,38.2540625,19.76624237,21.61285714,42.05012114,51.19722222,0.726133722,3.629272661,0.8675
hTME15-2_Str_04_xyz-2568-9993-233,hTME15-2,Q140,D1,CPi,54.3777,71.7397,4,131.06,46144.2,127.319,1.03176,195.258,1588.27,15,35,5,20,0.511111,60073.1,169.547,134.688,1.35541,131.976,116.138,82.6933,111.058,39.33448191,45.37371429,20.65232043,22.57866667,53.34610303,62.47,0.742374346,3.916570731,0.72107438
hTME15-2_Str_04_xyz-2730-13819-293,hTME15-2,Q140,D2,CPi,66.8589,50.4217,6,82.85,41774.7,131.957,1.03272,189.6,1910.58,18,42,6,24,0.439815,50636.2,183.928,138.809,1.26573,124.471,127.85,82.3609,83.3721,38.34588779,45.4852381,14.06242752,14.68666667,56.55848299,68.58416667,0.728702384,3.672176366,0.823964497
hTME15-2_Str_04_xyz-3013-12986-221,hTME15-2,Q140,D2,CPi,85.4167,67.9164,5,53.52,30232.4,117.711,1.02838,195.65,1346.07,14,30,2,16,0.424542,41671.4,148.003,144.04,1.33826,107.891,117.209,81.6164,101.709,38.57185617,44.86366667,12.53857159,13.99714286,61.35098018,71.871875,0.798078425,5.30107997,0.87654321
hTME15-2_Str_04_xyz-3071-10313-236,hTME15-2,Q140,D1,CPi,37.8012,92.8508,3,69.34,11050.9,95.1418,1.05264,96.9274,612.226,5,12,2,7,0.6,15320.7,157.02,140.89,1.15517,135.998,103.871,115.905,108.521,38.01326368,51.015,10.20308457,10.958,57.87767733,79.62714286,0.680905277,2.997688068,0.851851852
hTME15-2_Str_04_xyz-3236-10174-269,hTME15-2,Q140,D1,CPi,68.4431,75.2906,6,113.06,51490.3,125.186,1.0305,208.198,1704.07,16,35,3,19,0.510417,66277.4,161.1,127.829,1.37865,118.578,114.661,88.6485,92.9834,39.55885511,48.68228571,15.91710831,17.07875,59.46769452,75.29578947,0.746509604,3.996273293,0.882086168
hTME15-2_Str_04_xyz-3340-13790-100,hTME15-2,Q140,D2,CPi,71.1063,73.2416,9,115.18,48590.7,115.475,1.03272,169.69,2159.74,24,53,5,29,0.433261,66847,167.067,147.84,1.3977,114.445,121.486,82.478,78.7888,35.08063284,40.74433962,14.95375839,16.29,51.73735652,60.98241379,0.725764663,3.623181524,0.801248699
hTME15-2_Str_04_xyz-3427-11404-49,hTME15-2,Q140,D1,CPi,65.6578,62.2501,6,83.07,32255.5,146.595,1.02907,200.23,2455.55,22,48,4,26,0.405711,40114,190.342,156.918,1.38365,121.945,126.593,81.6206,67.8016,43.29811116,51.15270833,20.34125978,21.91954545,62.72313926,75.88846154,0.762312661,4.329412021,0.845663265
hTME15-2_Str_04_xyz-3473-13077-286,hTME15-2,Q140,D2,CPi,53.6755,81.4346,7,75.72,65165.9,143.107,1.04387,219.15,2824.73,26,62,10,36,0.416667,91121.6,189.298,152.729,1.3927,125.435,96.0776,98.0581,100.659,36.02905687,45.55532258,18.66979708,20.58153846,48.56630004,63.59194444,0.718569402,3.507957352,0.756925208
hTME15-2_Str_04_xyz-3477-12356-336,hTME15-2,Q140,D2,CPi,74.3256,72.3565,5,96.43,48699,116.545,1.0291,175.1,2197.83,27,57,3,30,0.439634,68180,162.33,127.583,1.32308,116.107,122.004,81.7437,75.3818,32.73072523,38.55403509,11.16483407,11.89740741,52.14002728,62.545,0.700923413,3.251220198,0.7578125
hTME15-2_Str_04_xyz-3559-13216-179,hTME15-2,Q140,D1,CPi,69.8243,65.9945,4,127.84,56304.8,128.268,1.02445,160.929,2281.86,19,45,7,26,0.194737,68212.1,145.698,161.562,1.22885,121.06,127.99,95.5058,84.1145,44.78353431,50.70288889,17.79602909,18.99631579,64.50517274,73.87307692,0.790314761,5.058671032,0.871173469
hTME15-2_Str_04_xyz-3591-11500-58,hTME15-2,Q140,D1,CPi,54.3197,56.2678,4,79.47,11515,123.026,1.04823,152.632,958.348,5,15,5,10,0.6,13776.3,143.974,107.81,1.2,135.99,121.574,68.2449,72.0859,47.88298709,63.884,18.60040488,19.192,62.52427819,86.23,0.764410809,4.37739158,0.916666667
hTME15-2_Str_04_xyz-3742-14860-195,hTME15-2,Q140,D2,CPi,55.4914,66.8497,3,109.78,44311.2,123.807,1.02931,170.889,1736.45,12,30,6,18,0.277778,55652,146.201,143.049,1.19088,135.607,122.716,111.204,96.1145,48.73309842,57.87733333,14.89573541,15.89583333,71.29134042,85.865,0.779923671,4.763910011,0.8975
hTME15-2_Str_04_xyz-4260-15618-338,hTME15-2,Q140,D2,CPc,58.5962,44.1836,5,66.23,49839.9,139.439,1.02675,193.99,1809.6,21,46,4,25,0.44898,57209.3,157.967,87.1227,1.44617,126.355,138.38,108.841,99.2634,34.88894697,39.335,17.90427882,19.83952381,49.15606821,55.7112,0.839851537,7.065028131,0.744855967
hTME15-2_Str_04_xyz-4832-4972-282,hTME15-2,Q140,D2,CPi,50.0633,61.9549,4,85.8,59113.7,180.638,1.0283,231.73,1675.72,10,27,7,17,0.4,72305.1,231,177.25,1.32365,138.069,130.2,113.462,119.369,53.25808753,62.05851852,27.51336457,30.254,68.40204222,80.76705882,0.789460541,5.03321437,0.789473684
hTME15-2_Str_04_xyz-4941-15373-385,hTME15-2,Q140,D2,CPc,73.191,66.9172,5,100.76,68307.7,128.083,1.02719,184.355,2645.13,31,68,6,37,0.446697,85660.6,144.771,139.061,1.27399,117.071,125.36,86.5861,84.2002,33.84839257,38.89382353,14.44671277,15.86064516,50.10385403,58.19189189,0.793238154,5.147567888,0.849441157
hTME15-2_Str_04_xyz-5328-6326-87,hTME15-2,Q140,D2,CPi,72.0347,65.55,5,81.35,73587,154.972,1.03313,211.021,2499.83,16,41,9,25,0.265873,91519.2,183.376,153.14,1.20444,121.841,126.164,98.848,113.177,51.238504,60.96560976,17.69064129,20.7775,72.70913613,86.686,0.770390311,4.519494,0.835390947
hTME15-2_Str_04_xyz-5377-3655-132,hTME15-2,Q140,D1,CPi,65.6609,78.0841,5,105.51,39678.4,119.404,1.04815,145.285,1831.46,20,42,2,22,0.276732,60558.9,169.707,132.099,1.39442,124.172,118.663,85.9265,75.7644,35.02838978,43.60047619,15.01223723,17.42,53.22489209,67.40090909,0.700195914,3.241350975,0.859375
hTME15-2_Str_04_xyz-5396-14875-231,hTME15-2,Q140,D1,CPi,68.6982,59.6898,5,77.83,72854.6,145.368,1.02913,226.449,2611.08,21,50,8,29,0.595238,86469,164.597,182.61,1.32133,120.164,122.839,91.0414,106.366,46.10358971,52.2166,21.46416451,23.19714286,63.9459321,73.23068966,0.82732963,6.435967783,0.918834547
hTME15-2_Str_04_xyz-5417-8451-416,hTME15-2,Q140,D2,CPi,65.8328,66.6847,4,55.85,53209.2,137.166,1.03035,172.714,1608.45,15,34,4,19,0.284444,68686.1,162.374,145.399,1.34709,121.804,126.58,88.3779,96.0738,40.56488638,47.30235294,19.12035607,21.844,57.49477872,67.40105263,0.79478581,5.195774804,0.87755102
hTME15-2_Str_04_xyz-5489-4534-369,hTME15-2,Q140,D1,CPi,67.3561,48.6502,3,40.63,24235.6,113.31,1.03045,189.09,1051.36,9,21,3,12,0.259259,29139.4,136.527,94.7199,1.22359,125.383,128.185,86.9851,106.132,42.82704914,50.06,16.02975504,17.18444444,62.92501972,74.71666667,0.783782278,4.869682511,0.918367347
hTME15-2_Str_04_xyz-5748-4086-254,hTME15-2,Q140,D2,CPi,65.5121,69.461,8,77.75,44853.4,154.975,1.05771,231.54,1913.85,17,36,2,19,0.502941,81404.3,257.216,126.821,1.43352,117.016,101.21,68.2617,80.6407,39.02838239,53.1575,14.19435275,16.34470588,61.24830365,86.09526316,0.66415071,2.810924045,0.818594104
hTME15-2_Str_04_xyz-5820-5528-299,hTME15-2,Q140,D1,CPi,80.6452,63.0566,4,91.38,102610,196.784,1.02524,265.67,2707.61,18,43,7,25,0.259259,124874,229.836,203.38,1.22738,109.341,127.094,82.8135,87.1491,55.59691828,62.96232558,24.86537944,27.91833333,77.72362624,88.194,0.813031292,5.831715839,0.858710562
hTME15-2_Str_04_xyz-5830-2774-240,hTME15-2,Q140,D2,CPi,47.5838,78.4545,7,115.51,62089,149.889,1.05136,199.019,2437.81,15,39,9,24,0.506667,86137.6,228.609,176.579,1.37225,133.052,112.173,66.4804,78.024,46.99711225,62.50307692,27.05093381,30.61333333,59.46347377,82.43416667,0.67142066,2.889393414,0.763313609
hTME15-2_Str_04_xyz-5992-4473-411,hTME15-2,Q140,D1,CPi,73.1305,75.3687,5,37.18,25483.2,129.311,1.03946,171.099,1272.12,15,34,4,19,0.236508,33098.4,154.235,104.23,1.19099,116.743,118.744,93.0146,90.3286,31.28049379,37.41117647,10.79004138,11.64666667,47.45716675,57.75157895,0.750628675,4.078588624,0.922902494
hTME15-2_Str_04_xyz-6197-9887-342,hTME15-2,Q140,D1,CPi,41.5071,61.2946,5,118.53,76423.1,156.275,1.02987,204.911,2904.15,24,56,8,32,0.25,94755.9,181.801,153.996,1.30973,137.558,123.942,94.031,77.6855,44.23230093,51.85428571,17.54026308,18.7775,64.25132932,76.661875,0.751146844,4.089158294,0.852076125
hTME15-2_Str_04_xyz-6203-5615-266,hTME15-2,Q140,D1,CPi,63.7203,68.8194,11,103.54,41628.9,172.036,1.0269,219.189,2535.91,21,44,2,23,0.56431,58196.2,218.741,208.31,1.45777,119.515,109.682,97.7185,94.048,50.86794444,57.62954545,17.34318587,18.53428571,81.47750661,93.32521739,0.84685278,7.467165603,0.8688
hTME15-2_Str_04_xyz-6637-13883-326,hTME15-2,Q140,D1,CPi,48.4349,70.1441,4,79.69,62336.3,121.673,1.04599,170.751,1520.57,14,32,4,18,0.369048,80549.7,174.242,97.9299,1.27382,130.225,119.81,76.0015,80.6954,36.34392987,47.5125,14.34596509,16.025,53.45345804,72.00277778,0.762426844,4.331998858,0.8425
hTME15-2_Str_04_xyz-6637-3329-103,hTME15-2,Q140,D1,CPi,61.3399,54.6838,3,108.06,27814,126.783,1.03978,149.35,1288.52,9,24,6,15,0.244444,33660.7,147.337,119.176,1.2035,127.625,129.182,100.979,100.836,45.90060971,53.6825,20.75619623,23.41666667,60.9872578,71.842,0.793344263,5.150847307,0.865051903
hTME15-2_Str_04_xyz-6728-4757-184,hTME15-2,Q140,D2,CPi,66.8815,94.4509,6,87.64,20206.9,108.292,1.04518,148.571,1100.37,11,24,2,13,0.52381,28393.9,138.036,122.1,1.27869,114.308,100.428,93.7226,90.7457,37.46779338,45.84416667,11.44798451,12.78727273,59.48455474,73.81538462,0.726780285,3.639987831,0.897777778
hTME15-2_Str_04_xyz-6729-4062-273,hTME15-2,Q140,D2,CPi,65.2866,70.013,5,113.32,51131.9,132.039,1.03842,194.06,2398.4,26,55,3,29,0.27712,66296.4,172.285,137.849,1.38282,122.299,125.985,89.0152,92.492,36.66938279,43.60236364,14.79842786,16.39576923,56.27782514,67.99448276,0.724437951,3.601434099,0.800208117
hTME15-2_Str_04_xyz-6956-6978-244,hTME15-2,Q140,D1,CPi,85.8798,60.6438,3,124.32,95326.7,123.315,1.0283,179.791,3596.21,30,71,11,41,0.295556,116280,143.496,142.529,1.17644,104.389,127.577,77.8402,92.1851,43.26206692,50.64577465,16.88230886,18.056,62.56432891,74.49195122,0.790020942,5.049888859,0.844780963
hTME15-2_Str_04_xyz-6957-9380-364,hTME15-2,Q140,D2,CPi,84.3695,69.0663,5,93.66,50097.9,128.62,1.02729,185.14,2068.21,20,46,6,26,0.513333,62399,172.835,160.76,1.2559,103.203,112.57,89.5316,93.2233,38.96252006,44.95608696,15.91690344,16.8655,56.68991745,66.56423077,0.776896658,4.683781463,0.786989796
hTME15-2_Str_04_xyz-6995-6604-299,hTME15-2,Q140,D2,CPi,74.753,72.3338,4,127.82,48852.3,129.519,1.03739,187.66,2118.7,16,39,7,23,0.375,64316.5,167.487,139.097,1.24282,121.255,112.36,92.0259,81.4513,43.71650315,54.32051282,18.02739941,19.083125,61.58718401,78.83347826,0.722714703,3.57353076,0.8368
hTME15-2_Str_04_xyz-7310-8340-364,hTME15-2,Q140,D1,CPi,64.5354,76.8209,5,103.51,35083.1,126.33,1.03721,186.729,1495.81,17,38,4,21,0.397059,47486.2,154.448,148.571,1.40464,124.394,119.536,89.1662,89.6537,32.69650829,39.35763158,18.96652095,20.64941176,43.81125994,54.50238095,0.696824817,3.196300848,0.814744802
hTME15-2_Str_04_xyz-7406-5594-399,hTME15-2,Q140,D1,CPi,72.4663,59.1414,4,110.65,78930.9,141.459,1.02856,169.619,3077.46,29,65,7,36,0.417241,93559.8,162.166,155.759,1.22481,120.372,131.014,88.1572,92.688,40.97995088,47.34015385,15.0318659,15.89655172,61.88257489,72.66972222,0.799628673,5.351998454,0.781855956
hTME15-2_Str_04_xyz-7420-8374-249,hTME15-2,Q140,D1,CPi,41.5064,61.8656,3,103.75,35562.6,131.816,1.03675,195.459,1512.11,10,26,6,16,0.333333,44599.2,180.015,116.508,1.20508,144.527,127.512,103.644,92.1437,48.55579176,58.15230769,21.63734401,23.405,65.3798216,79.869375,0.79835817,5.310203741,0.87345679
hTME15-2_Str_04_xyz-7572-9607-327,hTME15-2,Q140,D1,CPi,70.4157,81.9879,3,130.46,57722.6,166.268,1.03141,183.696,1958.59,15,35,5,20,0.368889,71730.5,191.047,171.599,1.24765,120.453,111.35,87.045,94.8696,46.1823577,55.95428571,22.32179995,23.75866667,64.07777601,80.101,0.722580173,3.571368572,0.863636364
hTME15-2_Str_04_xyz-7656-14076-425,hTME15-2,Q140,D1,CPi,61.0043,66.0021,9,87.33,47833.9,109.192,1.0373,133.78,2317.13,36,77,5,41,0.49041,61662,129.262,118.87,1.60206,123.598,116.606,82.6903,91.1855,25.17522694,30.08766234,12.23023577,13.35888889,36.54156065,44.77634146,0.740694935,3.885007154,0.747431044
hTME15-2_Str_04_xyz-7782-8455-291,hTME15-2,Q140,D2,CPi,93.5763,84.524,6,91.64,20969.3,102.263,1.0525,150.53,999.83,10,22,2,12,0.442857,39087,230.375,117.289,1.6275,90.285,103.411,78.0835,85.3607,35.0573097,45.44181818,14.36142429,16.731,52.30388087,69.3675,0.713800919,3.435122893,0.862244898
hTME15-2_Str_04_xyz-7788-13351-288,hTME15-2,Q140,D2,CPi,60.4734,61.5181,5,45.83,38729.9,126.341,1.03065,199.519,1857.73,21,46,4,25,0.338624,46621.9,141.376,127.21,1.32417,129.869,131.629,100.438,98.9154,34.73756509,40.38,14.16474422,15.42047619,52.01873462,61.346,0.7935898,5.158450333,0.882030178
hTME15-2_Str_04_xyz-7792-5669-312,hTME15-2,Q140,D1,CPi,57.7771,63.2317,4,127.51,21716.4,120.017,1.02254,178.312,1647.1,11,28,6,17,0.393939,27131.5,152.767,145.062,1.15344,116.993,113.174,94.5395,113.149,51.80091866,58.81928571,18.26347786,19.07272727,73.50161565,84.53764706,0.814866484,5.903456596,0.861495845
hTME15-2_Str_04_xyz-8072-6739-285,hTME15-2,Q140,D2,CPi,87.8744,82.7878,6,132,87318.9,131.142,1.02985,191.8,3058.51,29,62,4,33,0.452299,108528,166.503,156.71,1.21785,110.422,118.754,87.8561,85.4498,42.35868984,49.32548387,11.39180731,12.14758621,69.57201086,81.9969697,0.764839574,4.387313684,0.911836735
hTME15-2_Str_04_xyz-8256-7413-208,hTME15-2,Q140,D1,CPi,81.4896,65.646,4,156.12,100316,142.343,1.03028,187.257,2657.24,22,49,5,27,0.265152,123990,175.072,144.82,1.25485,105.102,125.26,86.419,100.118,46.1740568,54.22408163,17.86607052,19.22454545,69.23982339,82.74222222,0.7549244,4.167716404,0.872770511
hTME15-2_Str_04_xyz-8582-12595-384,hTME15-2,Q140,D1,CPi,63.129,61.4205,7,59.8,19686.5,92.1711,1.03484,122.289,1011.53,13,30,4,17,0.523077,25994.6,124.067,69.8314,1.36092,125.107,122.582,83.095,83.7957,28.0826238,33.71266667,11.62554683,12.81,40.66744738,49.69705882,0.713882007,3.436338989,0.930747922
hTME15-2_Str_04_xyz-8826-8197-404,hTME15-2,Q140,D2,CPi,58.8554,65.0428,6,104.57,55043.9,132.44,1.04056,142.972,2298.74,24,53,5,29,0.324074,67314.1,148.371,133.153,1.2321,127.343,129.062,76.1783,69.5875,35.88603022,43.36773585,13.21115605,14.0225,54.65144332,67.65344828,0.774916287,4.632656226,0.905306972
hTME15-2_Str_04_xyz-8853-13250-416,hTME15-2,Q140,D1,CPi,62.0724,54.4663,6,103.29,94719.1,137.487,1.02508,222.44,2998.89,42,88,4,46,0.467744,113817,160.204,127.511,1.45273,125.931,136.826,103.541,91.6694,30.24952438,34.07306818,13.49238435,14.41880952,45.5495218,52.01826087,0.823435035,6.260538971,0.734375
hTME15-2_Str_04_xyz-8882-3959-156,hTME15-2,Q140,D1,CPi,55.797,69.1959,6,185.84,68098.4,225.151,1.03191,247.67,1890.44,10,25,5,15,0.414286,92374,299.918,193.401,1.34187,126.379,120.298,89.4132,93.0997,62.24892419,75.6128,26.30330227,29.071,86.21267213,106.6406667,0.729467416,3.685129171,0.837370242
hTME15-2_Str_04_xyz-8899-3594-394,hTME15-2,Q140,D2,CPi,80.9259,76.6146,3,73.57,38063.3,171.942,1.0377,227.86,1513.35,11,31,9,20,0.136364,51415.8,228.119,108.83,1.30259,104.569,98.0865,61.5884,70.991,38.99256693,48.81290323,28.4421983,32.21727273,44.79526968,57.9405,0.762607003,4.336086007,0.799586777
hTME15-2_Str_04_xyz-8958-7915-410,hTME15-2,Q140,D2,CPi,95.8859,79.7661,8,86.19,39390.3,116.597,1.02756,174.96,1634.04,18,41,5,23,0.478114,65565.5,214.761,128.43,1.63649,91.8077,106.766,78.1113,69.7931,35.01596477,39.84902439,19.16642671,20.57388889,47.41995108,54.93391304,0.763822064,4.363832651,0.8656
hTME15-2_Str_04_xyz-9027-7471-250,hTME15-2,Q140,D1,CPi,54.0913,57.8007,5,112.64,63592.9,143.05,1.0362,210.42,2348.7,18,41,5,23,0.452381,79334.6,165.675,166.73,1.2807,138.164,131.1,92.1092,109.498,47.93447242,57.28073171,14.59452058,16.17166667,74.02660865,89.45304348,0.77251563,4.572008609,0.8368
hTME15-2_Str_04_xyz-9072-12622-321,hTME15-2,Q140,D1,CPi,66.1144,62.7366,4,61.54,12058.1,94.4239,1.0439,57.5686,633.428,6,15,3,9,0.333333,15285.9,123.233,101.959,1.2,120.751,122.705,117.468,113.541,33.62171403,42.22333333,18.09390812,20.23833333,43.97358463,56.88,0.658178012,2.749191005,0.909090909
hTME15-2_Str_04_xyz-9225-5497-366,hTME15-2,Q140,D1,CPi,64.8651,63.9534,7,135.69,68066,126.357,1.02315,200.109,2813.23,29,63,5,34,0.368898,80992.4,150.293,150.335,1.28257,126.479,128.208,86.0314,97.3883,39.66227798,44.64984127,16.79810766,17.75206897,59.16407032,67.59205882,0.794164395,5.17632164,0.915895062
hTME15-2_Str_04_xyz-9326-5784-205,hTME15-2,Q140,D1,CPi,53.1861,66.1581,7,141.66,88309.1,128.718,1.03426,201.13,3424.29,32,69,5,37,0.446039,138231,334.567,137.564,1.37194,130.992,126.592,86.3503,83.8614,41.73779368,49.62289855,17.22788215,21.639375,62.935555,73.82486486,0.800573035,5.383449432,0.833004602
hTME15-2_Str_04_xyz-9493-12207-178,hTME15-2,Q140,D2,CPi,79.4401,65.1873,5,94.69,60190.4,114.471,1.03267,176.389,2238.24,24,54,6,30,0.4875,75526.2,133.854,146.522,1.27223,110.469,122.42,102.198,90.7538,35.22055826,41.44351852,12.43378864,13.54125,53.44997396,63.76533333,0.762032323,4.323072629,0.813476563
hTME15-2_Str_04_xyz-9830-10236-265,hTME15-2,Q140,D1,CPi,47.0105,70.7059,7,122.12,45229.2,120.068,1.02965,151.158,1999.69,20,42,2,22,0.535,58359.4,141.709,164.102,1.3067,134.204,116.958,106.74,104.713,40.78192981,47.60690476,11.09191922,11.8145,67.77284854,80.14545455,0.7541762,4.151943585,0.883680556
hTME15-2_Str_04_xyz-9854-5380-305,hTME15-2,Q140,D1,CPi,56.8307,54.4386,4,124.41,67889.7,121.77,1.03253,175.01,2949.67,29,65,7,36,0.471264,82080,193.067,146.379,1.38605,133.097,133.807,88.338,94.3133,39.03914846,45.37476923,16.19605344,18.02931034,57.44053056,67.40305556,0.820712202,6.142935602,0.802631579
hTME15-2_Str_04_xyz-9880-11173-190,hTME15-2,Q140,D2,CPi,82.5122,51.7858,2,35.69,8886.64,94.5775,1.02045,125.611,635.829,4,13,5,9,0.25,10332,111.983,85.8715,1.12169,102.224,132.305,77.9405,82.1607,43.41281485,48.90538462,20.07684919,22.1175,53.78435515,60.81111111,0.867841806,8.962069828,0.892561983
hTME15-2_Str_05_xyz-10208-7967-174,hTME15-2,Q140,D1,CPc,63.0999,62.1061,5,122.15,68219.5,147.505,1.02973,185.47,2936.72,34,74,6,40,0.260294,85199.9,164.435,133.521,1.41254,122.805,126.745,86.5292,87.219,34.2020028,39.68027027,18.09959966,19.55176471,47.88904547,56.7895,0.754707574,4.163134471,0.757369615
hTME15-2_Str_05_xyz-10390-10875-187,hTME15-2,Q140,D2,CPc,63.3801,74.838,3,26.87,25654,110.593,1.03175,166.4,1198.02,10,24,4,14,0.433333,34552.9,135.254,160.22,1.29193,120.272,101.815,88.6608,79.7033,42.10248973,49.91208333,24.16428753,28.044,54.91549129,65.53214286,0.784973442,4.903190229,0.859375
hTME15-2_Str_05_xyz-10463-7202-164,hTME15-2,Q140,D1,CPc,59.6358,74.2967,4,106.35,38521.7,115.805,1.03914,161.91,2403.09,20,47,7,27,0.491667,49992,149.089,146.522,1.30925,119.447,113.51,86.8991,72.8356,42.86384361,51.12468085,15.18893784,16.372,63.36377381,76.86740741,0.752223632,4.111279927,0.801426873
hTME15-2_Str_05_xyz-10522-8982-152,hTME15-2,Q140,D1,CPc,62.6765,59.199,5,126.21,61176.1,118.431,1.03358,166.973,2746.32,24,56,8,32,0.458333,73594.3,138.461,157.049,1.21694,117.279,125.691,94.1566,106.833,42.04316392,49.03642857,13.97499193,15.07041667,63.09429292,74.5109375,0.811516541,5.773675087,0.903979239
hTME15-2_Str_05_xyz-10729-10167-370,hTME15-2,Q140,D2,CPc,57.5583,59.8307,8,83.43,56470.2,136.865,1.03069,203.779,2281.92,32,66,2,34,0.514332,69112.7,167.603,131.462,1.60084,131.093,127.785,68.6597,64.0146,30.26584343,34.56939394,13.69791985,15.1021875,45.85918328,52.89147059,0.830776862,6.598787249,0.761574074
hTME15-2_Str_05_xyz-10846-7659-265,hTME15-2,Q140,D2,CPc,79.0122,70.4575,6,97.1,40328.7,110.208,1.03281,152.952,2122.4,23,52,6,29,0.404762,50640.6,134.556,137.707,1.27296,114.874,115.686,96.1985,96.1049,34.92316213,40.81,12.04427859,12.76826087,53.06848357,63.05,0.795035605,5.203631614,0.867845994
hTME15-2_Str_05_xyz-10904-7248-200,hTME15-2,Q140,D2,CPc,53.2232,84.4725,5,39.88,40080,144.067,1.04671,211.842,1680.35,14,32,4,18,0.410714,55061.2,176.802,146.53,1.34851,131.614,111.889,94.3554,69.9791,41.35542951,52.50625,14.31338215,16.12714286,62.38813301,80.80111111,0.722254539,3.566144528,0.84
hTME15-2_Str_05_xyz-2476-13244-150,hTME15-2,Q140,D2,CPc,65.681,51.4332,7,66.48,36316.7,139.957,1.03458,208.74,1944.19,21,48,6,27,0.514286,43421.3,155.967,142.818,1.35489,120.828,132.451,90.4341,87.2523,34.76609176,40.49854167,16.75604191,18.14142857,48.7739083,57.88740741,0.773209709,4.589396178,0.829964328
hTME15-2_Str_05_xyz-2966-13728-103,hTME15-2,Q140,D2,CPc,84.2746,75.7419,4,99.97,43782.2,118.953,1.03429,181.16,1736.55,21,45,3,24,0.368481,55267.4,146.36,98.0956,1.34596,100.501,121.443,87.7443,94.3156,33.20025061,38.58488889,14.24493568,15.60761905,49.78615117,58.69,0.746313661,3.992431528,0.852071006
hTME15-2_Str_05_xyz-3986-13570-322,hTME15-2,Q140,D1,CPc,64.8128,53.4182,4,36.97,17488.5,119.507,1.02406,165.6,1279.32,16,36,4,20,0.427083,20808.7,130.733,111.76,1.42424,124.421,132.003,78.4809,76.7959,30.92356129,35.53138889,17.10314606,18.96625,41.97989347,48.7835,0.829061518,6.516851475,0.892561983
hTME15-2_Str_05_xyz-4449-12866-339,hTME15-2,Q140,D1,CPc,84.196,59.9456,3,67.89,27009.4,119.378,1.02607,174.152,1249.45,11,26,4,15,0.0909091,34801.9,138.501,126.532,1.2543,112.141,111.064,101.202,98.2627,41.48972425,48.05,15.00328519,16.52636364,60.91311289,71.16733333,0.799323126,5.341893218,0.833910035
hTME15-2_Str_05_xyz-4792-12787-294,hTME15-2,Q140,D1,CPc,78.2516,59.2161,5,89.92,31421.5,135.649,1.02272,206.711,2306.22,23,50,4,27,0.436232,37889.4,151.144,131.739,1.33603,115.681,121.534,85.0602,85.263,41.16159032,46.1194,12.02840496,12.72173913,65.97874822,74.56925926,0.82828807,6.480504261,0.775267539
hTME15-2_Str_05_xyz-6287-3624-378,hTME15-2,Q140,D1,CPc,71.5158,77.8152,6,99.69,49094.8,103.992,1.04037,154.831,2422.88,37,78,4,41,0.422355,69340.2,178.565,114.86,1.67003,114.288,111.447,86.3458,90.2525,26.36473464,31.0575641,14.56137402,16.41486486,37.01654788,44.27170732,0.679605362,2.982428473,0.743104381
hTME15-2_Str_05_xyz-6491-12919-313,hTME15-2,Q140,D1,CPc,82.6619,68.2399,6,75.45,78533.2,135.45,1.0213,171.59,2813.59,33,71,5,38,0.393913,100724,157.897,161.27,1.31448,111.464,125.607,87.5243,80.6644,35.28410001,39.62338028,14.95753436,15.70090909,52.93611755,60.39815789,0.74653519,3.996775446,0.8725
hTME15-2_Str_05_xyz-6553-14335-261,hTME15-2,Q140,D2,CPc,84.3281,66.0787,6,82.8,71134,112.178,1.03167,141.88,2454.27,27,62,8,35,0.415344,92330.7,156.271,118.71,1.20166,103.163,123.439,98.7189,101.857,34.25255512,39.58032258,10.63873615,11.22407407,52.46892975,61.45514286,0.765655086,4.406297112,0.766983199
hTME15-2_Str_05_xyz-6563-3606-314,hTME15-2,Q140,D1,CPc,68.3352,54.1201,4,74.82,26584.8,121.505,1.03036,162.33,1151.39,14,31,3,17,0.395238,33872.1,142.227,68.7497,1.55705,117.17,129.487,86.4998,90.5467,31.45615028,37.13516129,19.81752579,22.06857143,41.04089985,49.54294118,0.723953696,3.593553899,0.889196676
